title,id,keywords,description,url,sub classification,owl link,License URL,Record Count,,,,,,,,url
Breast Cancer Lifestyle Ontology,BCLION,,,https://bioportal.bioontology.org/ontologies/BCLION,,,,,,,,,,,,https://data.bioontology.org/ontologies/BCLION
National Cancer Institute Thesaurus,NCIT,,,https://bioportal.bioontology.org/ontologies/NCIT,,,,,,,,,,,,https://data.bioontology.org/ontologies/NCIT
In Silico Methodologies Ontology for MAATrica metric,SIMM,,,https://bioportal.bioontology.org/ontologies/SIMM,,,,,,,,,,,,https://data.bioontology.org/ontologies/SIMM
TDWG Specimen LSID Ontology,TDWGSPEC,,,https://bioportal.bioontology.org/ontologies/TDWGSPEC,,,,,,,,,,,,https://data.bioontology.org/ontologies/TDWGSPEC
Material Compound,MATRCOMPOUND,,,https://bioportal.bioontology.org/ontologies/MATRCOMPOUND,,,,,,,,,,,,https://data.bioontology.org/ontologies/MATRCOMPOUND
FAST (Faceted Application of Subject Terminology) Title Facet,FAST-TITLE,,,https://bioportal.bioontology.org/ontologies/FAST-TITLE,,,,,,,,,,,,https://data.bioontology.org/ontologies/FAST-TITLE
Dementia-Related Agitation Non-Pharmacological Treatment Ontology,DRANPTO,,,https://bioportal.bioontology.org/ontologies/DRANPTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DRANPTO
Phylogenetics Ontology,PHAGE,,,https://bioportal.bioontology.org/ontologies/PHAGE,,,,,,,,,,,,https://data.bioontology.org/ontologies/PHAGE
FAST (Faceted Access of Subject Terminology) GenreForm,FAST-GENREFORM,,,https://bioportal.bioontology.org/ontologies/FAST-GENREFORM,,,,,,,,,,,,https://data.bioontology.org/ontologies/FAST-GENREFORM
Phallusia mammillata Anatomy and Development Ontology,PHMAMMADO,,,https://bioportal.bioontology.org/ontologies/PHMAMMADO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PHMAMMADO
EMIF-AD ontology,EMIF-AD,,,https://bioportal.bioontology.org/ontologies/EMIF-AD,,,,,,,,,,,,https://data.bioontology.org/ontologies/EMIF-AD
Neural Electronic Interface Ontology,NEIO,,,https://bioportal.bioontology.org/ontologies/NEIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NEIO
HGNC New Releases Ontology,HGNC-NR,,,https://bioportal.bioontology.org/ontologies/HGNC-NR,,,,,,,,,,,,https://data.bioontology.org/ontologies/HGNC-NR
BIBFRAME 2.0,BIBFRAME,,,https://bioportal.bioontology.org/ontologies/BIBFRAME,,,,,,,,,,,,https://data.bioontology.org/ontologies/BIBFRAME
Ontology for Drug Discovery Investigations,DDI,,,https://bioportal.bioontology.org/ontologies/DDI,,,,,,,,,,,,https://data.bioontology.org/ontologies/DDI
metaBUS controlled vocabulary for organizational and applied psychology research,METABUS,,,https://bioportal.bioontology.org/ontologies/METABUS,,,,,,,,,,,,https://data.bioontology.org/ontologies/METABUS
"HIV, HPV, FGS vocabulary",HIVHPVFGS,,,https://bioportal.bioontology.org/ontologies/HIVHPVFGS,,,,,,,,,,,,https://data.bioontology.org/ontologies/HIVHPVFGS
Scientific Evidence and Provenance Information Ontology,SEPIO,,,https://bioportal.bioontology.org/ontologies/SEPIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SEPIO
The Biblioteko Ontology,BIBLIOTEK-O,,,https://bioportal.bioontology.org/ontologies/BIBLIOTEK-O,,,,,,,,,,,,https://data.bioontology.org/ontologies/BIBLIOTEK-O
Pediatric Consultation and Monitoring Ontology ,PCMO,,,https://bioportal.bioontology.org/ontologies/PCMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PCMO
PGHD_CONNECT,PGHD_CONNECT,,,https://bioportal.bioontology.org/ontologies/PGHD_CONNECT,,,,,,,,,,,,https://data.bioontology.org/ontologies/PGHD_CONNECT
CTU Bern BEReady Gemeinden,CTU_BEREADY_GEM,,,https://bioportal.bioontology.org/ontologies/CTU_BEREADY_GEM,,,,,,,,,,,,https://data.bioontology.org/ontologies/CTU_BEREADY_GEM
Epigenome Ontology,EGO,,,https://bioportal.bioontology.org/ontologies/EGO,,,,,,,,,,,,https://data.bioontology.org/ontologies/EGO
Placental Pathology Lesion Classification,PPLC,,,https://bioportal.bioontology.org/ontologies/PPLC,,,,,,,,,,,,https://data.bioontology.org/ontologies/PPLC
EDAM Bioimaging Ontology,EDAM-BIOIMAGING,,,https://bioportal.bioontology.org/ontologies/EDAM-BIOIMAGING,,,,,,,,,,,,https://data.bioontology.org/ontologies/EDAM-BIOIMAGING
MARC List for Languages,MARC-LANGUAGES,,,https://bioportal.bioontology.org/ontologies/MARC-LANGUAGES,,,,,,,,,,,,https://data.bioontology.org/ontologies/MARC-LANGUAGES
Pharmacovigilance Ontology,PVONTO,,,https://bioportal.bioontology.org/ontologies/PVONTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PVONTO
Ontology of Chinese Medicine for Rheumatism,OCMR,,,https://bioportal.bioontology.org/ontologies/OCMR,,,,,,,,,,,,https://data.bioontology.org/ontologies/OCMR
Computer Cluster,APACOMPUTER,,,https://bioportal.bioontology.org/ontologies/APACOMPUTER,,,,,,,,,,,,https://data.bioontology.org/ontologies/APACOMPUTER
PMO Precision Medicine Ontology,PMAPP-PMO,,,https://bioportal.bioontology.org/ontologies/PMAPP-PMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PMAPP-PMO
Dublin Core,DC,,,https://bioportal.bioontology.org/ontologies/DC,,,,,,,,,,,,https://data.bioontology.org/ontologies/DC
IAML Medium of Performance Vocabulary,IAML-MOP,,,https://bioportal.bioontology.org/ontologies/IAML-MOP,,,,,,,,,,,,https://data.bioontology.org/ontologies/IAML-MOP
terms4FAIRskills,T4FS,,,https://bioportal.bioontology.org/ontologies/T4FS,,,,,,,,,,,,https://data.bioontology.org/ontologies/T4FS
Amphibian Taxonomy Ontology,ATO,,,https://bioportal.bioontology.org/ontologies/ATO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ATO
Atlas Ontology Model,ATOM,,,https://bioportal.bioontology.org/ontologies/ATOM,,,,,,,,,,,,https://data.bioontology.org/ontologies/ATOM
Animal Trait Ontology for Livestock,ATOL,,,https://bioportal.bioontology.org/ontologies/ATOL,,,,,,,,,,,,https://data.bioontology.org/ontologies/ATOL
M4M-CHAR,M4M-CHAR,,,https://bioportal.bioontology.org/ontologies/M4M-CHAR,,,,,,,,,,,,https://data.bioontology.org/ontologies/M4M-CHAR
VODANA KENYA,VODANAKENYA,,,https://bioportal.bioontology.org/ontologies/VODANAKENYA,,,,,,,,,,,,https://data.bioontology.org/ontologies/VODANAKENYA
NIH NLM Value Sets,NLMVS,,,https://bioportal.bioontology.org/ontologies/NLMVS,,,,,,,,,,,,https://data.bioontology.org/ontologies/NLMVS
RDA Content type,RDA-CONTENT,,,https://bioportal.bioontology.org/ontologies/RDA-CONTENT,,,,,,,,,,,,https://data.bioontology.org/ontologies/RDA-CONTENT
ICHOM Set Pregnancy and Childbirth,ICHOM-PROMS-PCB,,,https://bioportal.bioontology.org/ontologies/ICHOM-PROMS-PCB,,,,,,,,,,,,https://data.bioontology.org/ontologies/ICHOM-PROMS-PCB
Base de Données Publique des Médicaments,BDPM,,,https://bioportal.bioontology.org/ontologies/BDPM,,,,,,,,,,,,https://data.bioontology.org/ontologies/BDPM
Ontology of Physics for Biology,OPB,,,https://bioportal.bioontology.org/ontologies/OPB,,,,,,,,,,,,https://data.bioontology.org/ontologies/OPB
ISO 19115,ISO19115,,,https://bioportal.bioontology.org/ontologies/ISO19115,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO19115
ISO 19110 Methodology for Feature Cataloguing,ISO19110,,,https://bioportal.bioontology.org/ontologies/ISO19110,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO19110
Cell Behavior Ontology,CBO,,,https://bioportal.bioontology.org/ontologies/CBO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CBO
Drosophila Phenotype Ontology,DPO,,,https://bioportal.bioontology.org/ontologies/DPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DPO
Core Ontology for Biology and Biomedicine,COB,,,https://bioportal.bioontology.org/ontologies/COB,,,,,,,,,,,,https://data.bioontology.org/ontologies/COB
Mobile Genetic Element Ontology,MEGO,,,https://bioportal.bioontology.org/ontologies/MEGO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MEGO
Ontology of Arthropod Circulatory Systems,OARCS,,,https://bioportal.bioontology.org/ontologies/OARCS,,,,,,,,,,,,https://data.bioontology.org/ontologies/OARCS
falls prevention ,FALLS,,,https://bioportal.bioontology.org/ontologies/FALLS,,,,,,,,,,,,https://data.bioontology.org/ontologies/FALLS
Zebrafish Anatomy and Development Ontology,ZFA,,,https://bioportal.bioontology.org/ontologies/ZFA,,,,,,,,,,,,https://data.bioontology.org/ontologies/ZFA
COVID-19,C19M,,,https://bioportal.bioontology.org/ontologies/C19M,,,,,,,,,,,,https://data.bioontology.org/ontologies/C19M
Technical Taxonomies for Patents,PATAXO,,,https://bioportal.bioontology.org/ontologies/PATAXO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PATAXO
Glioblastoma,GBM,,,https://bioportal.bioontology.org/ontologies/GBM,,,,,,,,,,,,https://data.bioontology.org/ontologies/GBM
Terminological and Ontological Knowledge Resources Ontology,TOK,,,https://bioportal.bioontology.org/ontologies/TOK,,,,,,,,,,,,https://data.bioontology.org/ontologies/TOK
Salmon Ontology,SALMON,,,https://bioportal.bioontology.org/ontologies/SALMON,,,,,,,,,,,,https://data.bioontology.org/ontologies/SALMON
Bacterial interlocked Process ONtology,BIPON,,,https://bioportal.bioontology.org/ontologies/BIPON,,,,,,,,,,,,https://data.bioontology.org/ontologies/BIPON
Illness and Injury,ILLNESSINJURY,,,https://bioportal.bioontology.org/ontologies/ILLNESSINJURY,,,,,,,,,,,,https://data.bioontology.org/ontologies/ILLNESSINJURY
Material Element,MATRELEMENT,,,https://bioportal.bioontology.org/ontologies/MATRELEMENT,,,,,,,,,,,,https://data.bioontology.org/ontologies/MATRELEMENT
Interaction Network Ontology,INO,,,https://bioportal.bioontology.org/ontologies/INO,,,,,,,,,,,,https://data.bioontology.org/ontologies/INO
Liver Cancer Ontology Diagnosis Treatment,CONDOR,,,https://bioportal.bioontology.org/ontologies/CONDOR,,,,,,,,,,,,https://data.bioontology.org/ontologies/CONDOR
Genomic Clinical Decision Support Ontology,GENE-CDS,,,https://bioportal.bioontology.org/ontologies/GENE-CDS,,,,,,,,,,,,https://data.bioontology.org/ontologies/GENE-CDS
Diagnostic Ontology,DIAGONT,,,https://bioportal.bioontology.org/ontologies/DIAGONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/DIAGONT
Kidney Tissue Atlas Ontology,KTAO,,,https://bioportal.bioontology.org/ontologies/KTAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/KTAO
Family Health History Ontology,FHHO,,,https://bioportal.bioontology.org/ontologies/FHHO,,,,,,,,,,,,https://data.bioontology.org/ontologies/FHHO
Integrated Ontology for Symptom Phenotype Terminologies,ISPO,,,https://bioportal.bioontology.org/ontologies/ISPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISPO
Name Reaction Ontology,RXNO,,,https://bioportal.bioontology.org/ontologies/RXNO,,,,,,,,,,,,https://data.bioontology.org/ontologies/RXNO
Brinell Test Ontology-EMMO,BTO-EMMO,,,https://bioportal.bioontology.org/ontologies/BTO-EMMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BTO-EMMO
Mondo Disease Ontology,MONDO,,,https://bioportal.bioontology.org/ontologies/MONDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MONDO
Online Mendelian Inheritance in Man,OMIM,,,https://bioportal.bioontology.org/ontologies/OMIM,,,,,,,,,,,,https://data.bioontology.org/ontologies/OMIM
Ontology for MicroRNA Target,OMIT,,,https://bioportal.bioontology.org/ontologies/OMIT,,,,,,,,,,,,https://data.bioontology.org/ontologies/OMIT
Nurse Transitional,TRANS,,,https://bioportal.bioontology.org/ontologies/TRANS,,,,,,,,,,,,https://data.bioontology.org/ontologies/TRANS
ISO 19115 Distribution Information,ISO19115DI,,,https://bioportal.bioontology.org/ontologies/ISO19115DI,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO19115DI
Clytia hemisphaerica Development and Anatomy Ontology,CLYH,,,https://bioportal.bioontology.org/ontologies/CLYH,,,,,,,,,,,,https://data.bioontology.org/ontologies/CLYH
Epoch Clinical Trial Ontology,CTONT,,,https://bioportal.bioontology.org/ontologies/CTONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/CTONT
Time Event Ontology,TEO,,,https://bioportal.bioontology.org/ontologies/TEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/TEO
MGB Drug List,MGBD,,,https://bioportal.bioontology.org/ontologies/MGBD,,,,,,,,,,,,https://data.bioontology.org/ontologies/MGBD
STO,CVAO,,,https://bioportal.bioontology.org/ontologies/CVAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CVAO
Randomized Controlled Trials Ontology,RCTONT,,,https://bioportal.bioontology.org/ontologies/RCTONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/RCTONT
Human Disease Ontology,DOID,,,https://bioportal.bioontology.org/ontologies/DOID,,,,,,,,,,,,https://data.bioontology.org/ontologies/DOID
Biological Observation Matrix Ontology,BIOMO,,,https://bioportal.bioontology.org/ontologies/BIOMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BIOMO
Syndromic Surveillance Ontology,SSO,,,https://bioportal.bioontology.org/ontologies/SSO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SSO
Sleep Domain Ontology,SDO,,,https://bioportal.bioontology.org/ontologies/SDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SDO
social determinants of health ontology-TaoLab,SDOHO,,,https://bioportal.bioontology.org/ontologies/SDOHO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SDOHO
Global Code Book Ontology,GCBO,,,https://bioportal.bioontology.org/ontologies/GCBO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GCBO
Homeostasis imbalance process ontology,HOIP,,,https://bioportal.bioontology.org/ontologies/HOIP,,,,,,,,,,,,https://data.bioontology.org/ontologies/HOIP
CEDAR Value Sets,CEDARVS,,,https://bioportal.bioontology.org/ontologies/CEDARVS,,,,,,,,,,,,https://data.bioontology.org/ontologies/CEDARVS
Ontology of Physical Exercises,OPE,,,https://bioportal.bioontology.org/ontologies/OPE,,,,,,,,,,,,https://data.bioontology.org/ontologies/OPE
Ontology of Genes and Genomes,OGG,,,https://bioportal.bioontology.org/ontologies/OGG,,,,,,,,,,,,https://data.bioontology.org/ontologies/OGG
RNA Ontology,RNAO,,,https://bioportal.bioontology.org/ontologies/RNAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/RNAO
Molgula occidentalis Anatomy and Development Ontology,MOOCCIADO,,,https://bioportal.bioontology.org/ontologies/MOOCCIADO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MOOCCIADO
The Ontology for Biomedical Investigation based Inner Ear Electrophysiology ,OBI_IEE,,,https://bioportal.bioontology.org/ontologies/OBI_IEE,,,,,,,,,,,,https://data.bioontology.org/ontologies/OBI_IEE
Neurologic Examination Ontology,NEO,,,https://bioportal.bioontology.org/ontologies/NEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NEO
Vital Sign Ontology,VSO,,,https://bioportal.bioontology.org/ontologies/VSO,,,,,,,,,,,,https://data.bioontology.org/ontologies/VSO
APA Neuro Cluster,APANEUROCLUSTER,,,https://bioportal.bioontology.org/ontologies/APANEUROCLUSTER,,,,,,,,,,,,https://data.bioontology.org/ontologies/APANEUROCLUSTER
MaterialsMine Ontology,MATERIALSMINE,,,https://bioportal.bioontology.org/ontologies/MATERIALSMINE,,,,,,,,,,,,https://data.bioontology.org/ontologies/MATERIALSMINE
DCMI Metadata Terms: properties in /terms/ namespace,DCTERMS,,,https://bioportal.bioontology.org/ontologies/DCTERMS,,,,,,,,,,,,https://data.bioontology.org/ontologies/DCTERMS
A formal representation of the knowledge within the domain of Isotopes for Food Science,ISO-FOOD,,,https://bioportal.bioontology.org/ontologies/ISO-FOOD,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO-FOOD
Data Catalog Vocabulary,DCAT,,,https://bioportal.bioontology.org/ontologies/DCAT,,,,,,,,,,,,https://data.bioontology.org/ontologies/DCAT
DSIP_FL_7,DSIP_FL_7,,,https://bioportal.bioontology.org/ontologies/DSIP_FL_7,,,,,,,,,,,,https://data.bioontology.org/ontologies/DSIP_FL_7
Molgula oculata Anatomy and Development Ontology,MOOCULADO,,,https://bioportal.bioontology.org/ontologies/MOOCULADO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MOOCULADO
OSIRIS-REx sample analysis workgroups,OREX-WG,,,https://bioportal.bioontology.org/ontologies/OREX-WG,,,,,,,,,,,,https://data.bioontology.org/ontologies/OREX-WG
NeuroMorpho.Org brain region ontologies,NMOBR,,,https://bioportal.bioontology.org/ontologies/NMOBR,,,,,,,,,,,,https://data.bioontology.org/ontologies/NMOBR
FuTRES Ontology of Vertebrate Traits,FOVT,,,https://bioportal.bioontology.org/ontologies/FOVT,,,,,,,,,,,,https://data.bioontology.org/ontologies/FOVT
Payment Mode,PAYMENTMODE,,,https://bioportal.bioontology.org/ontologies/PAYMENTMODE,,,,,,,,,,,,https://data.bioontology.org/ontologies/PAYMENTMODE
thesisdemo,THESISDEMO,,,https://bioportal.bioontology.org/ontologies/THESISDEMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/THESISDEMO
Protein Modification Ontology,PSIMOD,,,https://bioportal.bioontology.org/ontologies/PSIMOD,,,,,,,,,,,,https://data.bioontology.org/ontologies/PSIMOD
CHEMROF,CHEMROF,,,https://bioportal.bioontology.org/ontologies/CHEMROF,,,,,,,,,,,,https://data.bioontology.org/ontologies/CHEMROF
The Drug Ontology,DRON,,,https://bioportal.bioontology.org/ontologies/DRON,,,,,,,,,,,,https://data.bioontology.org/ontologies/DRON
Open Predictive Microbiology Ontology,OFSMR,,,https://bioportal.bioontology.org/ontologies/OFSMR,,,,,,,,,,,,https://data.bioontology.org/ontologies/OFSMR
AGE-FRIENDLY 4M VOCABULARY,FOUR-M_VOCABS,,,https://bioportal.bioontology.org/ontologies/FOUR-M_VOCABS,,,,,,,,,,,,https://data.bioontology.org/ontologies/FOUR-M_VOCABS
Clinical Measurement Ontology,CMO,,,https://bioportal.bioontology.org/ontologies/CMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CMO
Atherosclerotic Cerebrovascular Disease Ontology,ACVD_ONTOLOGY,,,https://bioportal.bioontology.org/ontologies/ACVD_ONTOLOGY,,,,,,,,,,,,https://data.bioontology.org/ontologies/ACVD_ONTOLOGY
HL7 FHIR and SSN ontology based Type 1 Diabetes Mellitus Ontology,FASTO,,,https://bioportal.bioontology.org/ontologies/FASTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/FASTO
MWS-WSM-F23 Syrian Cinema Ontology,SVU_MWS_WSM_F23,,,https://bioportal.bioontology.org/ontologies/SVU_MWS_WSM_F23,,,,,,,,,,,,https://data.bioontology.org/ontologies/SVU_MWS_WSM_F23
Minimal Information about any Sequence (MIxS) Controlled Vocabularies,MIXSCV,,,https://bioportal.bioontology.org/ontologies/MIXSCV,,,,,,,,,,,,https://data.bioontology.org/ontologies/MIXSCV
HPO - ORDO Ontological Module,HOOM,,,https://bioportal.bioontology.org/ontologies/HOOM,,,,,,,,,,,,https://data.bioontology.org/ontologies/HOOM
Allotrope Merged Ontology Suite,AFO,,,https://bioportal.bioontology.org/ontologies/AFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/AFO
Tephra M4M Example,TEPHRAM4MEXAMPLE,,,https://bioportal.bioontology.org/ontologies/TEPHRAM4MEXAMPLE,,,,,,,,,,,,https://data.bioontology.org/ontologies/TEPHRAM4MEXAMPLE
Ethiopian OPD,ETHOPD,,,https://bioportal.bioontology.org/ontologies/ETHOPD,,,,,,,,,,,,https://data.bioontology.org/ontologies/ETHOPD
Body in Numbers project terminology,BIN,,,https://bioportal.bioontology.org/ontologies/BIN,,,,,,,,,,,,https://data.bioontology.org/ontologies/BIN
insectH,INSECTH,,,https://bioportal.bioontology.org/ontologies/INSECTH,,,,,,,,,,,,https://data.bioontology.org/ontologies/INSECTH
Infection Transmission Ontology,INFECTION_TRANS,,,https://bioportal.bioontology.org/ontologies/INFECTION_TRANS,,,,,,,,,,,,https://data.bioontology.org/ontologies/INFECTION_TRANS
