title,id,keywords,description,url,Sub classification,owl link,License URL,Estimated Classes,lov_page
Time Interval Ontology (ODP),ti,['Time'],This pattern is extracted from DOLCE-UltraLite by partial clone of elements and expansion. Two datatype properties have been added which allow to express the boundaries of the time interval.,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl,,,https://creativecommons.org/licenses/by/3.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/ti
TIDO Ontology,tido,['Methods'],The TIDO ontology can be used to describe the decision processes within the threat intelligence domain,https://w3id.org/tido#,,,Not Specified,50,https://lov.linkeddata.es/dataset/lov/vocabs/tido
W3C Time Ontology,time,['Time'],"This vocabulary defines temporal entities such as time intervals, their properties and relationships.",http://www.w3.org/2006/time,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,65,https://lov.linkeddata.es/dataset/lov/vocabs/time
TIO Ontology,tio,['eBusiness'],"A vocabulary for describing tickets for events, transportation, or points of interest for e-commerce.",http://purl.org/tio/ns#,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/tio
Time Indexed Situation Ontology (ODP),tis,['Events'],A generic pattern usable for all situations that require a temporal indexing.,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,,,https://creativecommons.org/licenses/by/3.0/,35,https://lov.linkeddata.es/dataset/lov/vocabs/tis
TISC Ontology,tisc,['Events'],"TISC, the Open Time and Space Core Vocabulary, is a lightweight spatiotemporal vocabulary aiming to provide spatial and temporal terms such as ""happensAt"", ""locatedAt"", ""rightOf"" to enable practitioners to relate their data to time and space.",http://www.observedchange.com/tisc/ns#,,http://www.w3.org/2012/pyRdfa/extract?uri=http://observedchange.com/tisc/ns,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/tisc
C4DM Timeline Ontology,tl,['Time'],"Extends owl-time ontology with support for several timelines, acting as a backbone to adress time interval/instants. Mainly designed with a multimedia use-case in mind.",http://purl.org/NET/c4dm/timeline.owl,,,Not Specified,55,https://lov.linkeddata.es/dataset/lov/vocabs/tl
ISO 19108 Temporal Ontology,tm,['Time'],An OWL representation of part of the model for Temporal objects and reference systems from ISO 19108:2002 Geographic Information - Temporal Schema,http://def.seegrid.csiro.au/isotc211/iso19108/2002/temporal,,,https://www.seegrid.csiro.au/wiki/ISOTC211/OntologyLicense,60,https://lov.linkeddata.es/dataset/lov/vocabs/tm
HCLS TransMed Ontology,tmo,['Health'],"The Translational Medicine Ontology (TMO) is a high-level, patient-centric ontology that extends existing domain ontologies to integrate data across aspects of drug discovery and clinical practice. The ontology has been developed by participants in the World Wide Web Consortium's Semantic Web for Health Care and Life Sciences Interest Group",http://www.w3.org/2001/sw/hcls/ns/transmed/,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,70,https://lov.linkeddata.es/dataset/lov/vocabs/tmo
TOCO Ontology,toco,['API'],"A ontology developed for telecommunciation network systems with hybrid technologies, e.g., WiFi, LiFi, LTE, 2G/3G, optical, etc.",http://purl.org/toco/,,,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/toco
TODO Ontology,todo,"['Services', 'Industry']","With the aim of enhancing natural communication between workers in industrial environments and the systems to be used by them, TODO (Task-Oriented Dialogue management Ontology) has been developed to be the core of task-oriented dialogue systems. TODO is a core ontology that provides task-oriented dialogue systems with the necessary means to be capable of naturally interacting with workers (both at understanding and at ommunication levels) and that can be easily adapted to different industrial scenarios, reducing adaptation time and costs. Moreover, it allows to store and reproduce the dialogue process to be able to learn from new interactions.",https://w3id.org/todo,,,Not Specified,50,https://lov.linkeddata.es/dataset/lov/vocabs/todo
IGN Topo Ontology,topo,['Geography'],"Ontologie décrivant les éléments du territoire et ses infrastructures. Elle repend l'essentiel du vocabulaire de la BDTOPO(IGN) et vise à couvrir l'ensemble des entités topographiques et administratives du territoire national. Les thèmes couverts sont: le réseau routier, le réseau ferroviaire, le réseau de transport d'énergie, le réseau hydrographique, les bâtiments, la végétation arborée, l'orographie, les communes, les points d'activité ou d'intérêt.",http://data.ign.fr/def/topo,,http://data.ign.fr/def/topo,https://creativecommons.org/licenses/by/4.0/,85,https://lov.linkeddata.es/dataset/lov/vocabs/topo
TourPedia Ontology,tp,"['Events', 'Travel']","A vocabulary to describe touristic places: accommodations, points of interest, restaurants and attractions.",http://tour-pedia.org/download/tp.owl,,,Not Specified,60,https://lov.linkeddata.es/dataset/lov/vocabs/tp
Traffic Ontology,traffic,['Industry'],"An ontology that describes the management of the traffic in a straight road with two lanes, both in the same direction.",http://www.sensormeasurement.appspot.com/ont/transport/traffic,,,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/traffic
OntoMedia Trait Ontology,trait,['Multimedia'],OntoMedia (Ontology for Media) has been designed to describe the traits of entities.,http://contextus.net/ontology/ontomedia/ext/common/trait#,,http://code.google.com/p/contextus/source/browse/trunk/ontomedia/ext/common/trait.owl,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/trait
Transit Terms Vocabulary,transit,['Travel'],A vocabulary for describing transit systems and routes,http://vocab.org/transit/terms/,,,https://creativecommons.org/licenses/by/3.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/transit
TAO Ontology,trao,"['Services', 'Travel', 'Transport']",Transport Administration Ontology (TAO) for describing data from Swedish Transport Administration Web site.,http://linkeddata.finki.ukim.mk/lod/ontology/tao#,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/trao
TREE Ontology,tree,"['Support', 'Methods']",A hypermedia specification for fragmenting collections.,https://w3id.org/tree,,,https://creativecommons.org/licenses/by/4.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/tree
Trust Recommendation Ontology,tresiot,['IoT'],This ontology models trust recommendation concepts in SIoT to bridge the gap between abstract trust concepts and real-world device concepts.,https://liidr.org/trust-recommendation-in-social-internet-of-things/,,,Not Specified,50,https://lov.linkeddata.es/dataset/lov/vocabs/tresiot
Tribont Ontology,tribont,['Methods'],"The goal  is to represent the tribological experiments by relaying on the representation included in the core,,  sample and equipment modules.",https://w3id.org/tribont,,,https://creativecommons.org/licenses/by/4.0/,75,https://lov.linkeddata.es/dataset/lov/vocabs/tribont
Tribont Core Ontology,tribont-core,['Methods'],"The goal of this module is to represent the common classes, and object and data properties included in two or more modules of the TribOnt ontology.",https://w3id.org/tribont/core,,,https://creativecommons.org/licenses/by/4.0/,60,https://lov.linkeddata.es/dataset/lov/vocabs/tribont-core
TRIBONT Equipment Ontology,tribont-equipment,['Methods'],The goal of this module is to represent the equipment hierarchy model involved in the tribological experiments.,https://w3id.org/tribont/equipment,,,https://creativecommons.org/licenses/by/4.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/tribont-equipment
TRIBONT Material Ontology,tribont-material,['Methods'],The goal of this module is to represent the materials  that can be involved in the tribological experiments as part of the tested samples.,https://w3id.org/tribont/material,,,https://creativecommons.org/licenses/by/4.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/tribont-material
TRIBONT Sample Ontology,tribont-sample,['Methods'],"The goal of this module is to represent the sample systems , and the undelaying samples, involved in the tribological experiments.",https://w3id.org/tribont/sample,,,https://creativecommons.org/licenses/by/4.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/tribont-sample
TRO (Trait Resource Ontology),tro,"['People', 'eBusiness']","A vocabulary to represent relations that should be more transparent, usually between powerfull people or institutions",https://w3id.org/TRO,,,https://creativecommons.org/licenses/by/4.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/tro
SIOC Types Vocabulary,tsioc,['Society'],Extends the SIOC Core Ontology (Semantically-Interlinked Online Communities) by defining subclasses and subproperties of SIOC terms.,http://rdfs.org/sioc/types#,,,https://creativecommons.org/licenses/by/3.0/,50,https://lov.linkeddata.es/dataset/lov/vocabs/tsioc
Taxonomic Serial Number Ontology,tsn,"['Geography', 'Geometry', 'Government']","This RDF ontology allows describing any Territorial Statistical Nomenclature (TSN) (i.e., partition of the territory) used as a support to socio-economic data (statistical data that describe territory in terms of population, unemployement rate, transport access, etc.).",http://purl.org/net/tsn#,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/tsn
TSN Change Ontology,tsnc,"['Geography', 'Geometry', 'Government', 'Metadata']","The TSN-Change ontology aims at describing changes that occured from one version of a Territorial Statistical Nomenclature (TSN) (i.e., partition of the territory) and its subsequent (e.g., change in territorial units boundaries to reflect an administrative reorganisation).",http://purl.org/net/tsnchange#,,,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/tsnc
Tourism Ontology,turismo,['Travel'],"Esta ontología se ha construido dentro del proyecto financiado por el Ayuntamiento de Zaragoza: ""Un visitante, una ruta"", una aplicación informática para el cálculo de rutas turísticas en la ciudad de Zaragoza en base al perfil y contexto del usuario.",http://idi.fundacionctic.org/cruzar/turismo,,,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/turismo
TVC (Term Versioning and Changes) Ontology,tvc,['Time'],A pattern for the description of scenarios that involve entities having some value during a particular time and within a particular context.,http://www.essepuntato.it/2012/04/tvc,,,https://creativecommons.org/licenses/by/3.0/,40,https://lov.linkeddata.es/dataset/lov/vocabs/tvc
TaxonConcept Ontology,txn,['Biology'],This ontology and the related TaxonConcept data set mints identifiers that are tied to a specific species concept which can have several names and classifications.,http://lod.taxonconcept.org/ontology/txn.owl,,,Not Specified,60,https://lov.linkeddata.es/dataset/lov/vocabs/txn
Time Zone Ontology,tzont,['Time'],A vocabulary to describe time zones and their geographical coverage.,http://www.w3.org/2006/timezone,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,25,https://lov.linkeddata.es/dataset/lov/vocabs/tzont
UBY Category Ontology,uby,"['Support', 'Tag']","OLiA Annotation Model for Uby Parts of Speech (Gurevych et al, 2012)
extracted from the Uby DTD (http://purl.org/olia/ubyCat.owl, version of Nov 21th, 2012).

References
Iryna Gurevych, Judith Eckle-Kohler, Silvana Hartmann, Michael Matuschek, Christian M. Meyer and Christian Wirth, 2012, Uby - A Large-Scale Unified Lexical-Semantic Resource, Proceedings of the 13th Conference of the European Chapter of the Association for Computational Linguistics (EACL 2012), Avignon, France.

The DTD is made available under a Creative Commons Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0) license which is available at http://creativecommons.org/licenses/by-sa/3.0/
You are free to share (copy, distribute and transmit) the work, to develop your own extensions (adapt, remix) of the work, and to make commercial use of the work.",http://purl.org/olia/ubyCat.owl,,,Not Specified,55,https://lov.linkeddata.es/dataset/lov/vocabs/uby
